04	22	05	02	20	30	29
21	14	07	29	25	12	15
14	19	28	17	24	15	18
21	17	01	09	05	31	20
31	13	01	09	27	18	07
06	24	18	01	25	21	30
13	26	11	20	10	22	25
11	15	08	06	10	21	28
01	31	14	18	23	09	24
01	10	25	09	07	30	14
06	22	19	23	26	24	04
25	13	09	26	01	27	29
11	17	27	25	07	19	28
02	13	10	16	11	27	19
02	08	29	01	09	16	14
08	07	18	12	06	05	09
13	29	14	21	05	30	20
27	15	21	07	02	05	29
17	04	16	26	25	05	19
17	12	18	16	25	19	27
04	09	13	11	15	22	08
29	03	06	02	25	04	08
01	25	26	03	05	08	24
16	21	08	23	14	18	11
29	27	24	23	03	17	25
27	01	04	07	05	21	22
02	19	24	04	06	27	28
06	15	08	16	31	07	17
29	20	03	23	12	31	04
02	28	17	18	03	22	23
23	04	19	02	20	24	28
29	25	10	21	08	11	28
26	18	10	31	04	09	19
15	16	08	24	29	17	05
09	19	08	18	27	25	26
02	12	17	21	01	11	08
24	18	26	29	16	03	14
11	08	07	29	15	25	21
02	23	26	17	07	25	20
15	20	19	11	13	22	05
13	30	16	09	10	23	20
18	15	10	27	01	03	13
24	01	10	06	21	29	02
09	11	20	18	13	15	24
01	30	13	06	20	05	24
21	04	24	27	19	31	18
26	10	13	01	20	02	08
13	02	06	05	24	18	25
06	26	01	04	03	14	16
17	18	04	27	21	10	31
06	20	17	03	04	18	19
16	31	21	19	20	13	06
11	17	26	20	16	10	12
18	21	07	20	26	25	29
05	18	24	27	20	31	26
14	07	21	19	03	29	22
12	27	14	03	21	17	07
31	25	26	20	18	30	09
24	15	25	23	12	04	14
10	15	02	09	22	13	07
02	27	25	24	10	16	01
17	07	18	24	14	16	23
07	20	30	15	06	22	26
08	01	28	24	29	22	05
18	30	05	29	08	12	10
28	25	26	14	23	27	01
11	22	05	31	18	03	06
05	30	28	14	06	27	15
25	11	16	15	20	08	30
05	03	27	20	23	12	08
19	17	02	01	20	09	22
23	22	08	02	09	28	12
18	08	24	13	02	30	07
14	05	31	10	21	08	24
25	24	30	12	22	07	26
12	23	20	09	05	11	02
22	20	14	11	27	25	08
01	25	10	29	17	24	04
07	11	04	25	02	29	03
17	08	06	30	26	24	18
23	17	06	07	03	25	09
27	23	16	11	28	18	09
19	05	13	18	21	24	04
06	25	24	12	19	04	29
21	09	10	13	11	19	04
01	22	24	09	05	10	25
03	05	07	26	15	24	04
06	29	01	05	09	23	02
10	09	02	25	06	17	27
31	08	11	14	27	30	07
24	30	09	15	06	18	20
18	05	24	10	29	26	14
12	27	03	16	17	20	30
08	15	11	22	18	06	01
18	05	29	21	12	28	13
21	14	17	18	27	22	08
07	04	31	14	03	20	18
19	07	09	25	30	15	27
10	28	01	30	14	11	04
20	06	21	27	14	07	15
31	27	28	09	04	06	16
16	09	11	19	18	07	21
15	02	01	30	11	07	14
28	02	10	24	11	25	07
21	19	18	09	20	06	15
04	02	11	08	07	22	21
05	08	06	29	24	18	23
10	09	14	22	16	13	06
04	02	10	22	14	16	29
18	11	14	27	13	03	21
04	23	02	15	05	10	11
27	16	25	02	05	04	11
20	12	29	13	03	06	11
12	13	29	10	02	22	31
15	13	21	02	10	03	07
10	17	14	20	31	13	18
25	07	26	31	08	30	06
01	26	17	15	27	28	07
29	30	02	10	01	25	13
15	11	20	14	04	31	10
14	12	19	26	27	08	17
01	23	22	03	09	29	14
27	24	25	02	22	30	05
25	04	02	28	14	17	06
20	01	14	27	18	19	21
25	29	12	13	15	10	02
17	26	03	24	10	20	28
20	27	13	11	23	21	24
07	20	23	21	19	11	12
